date,variant,label,window_name,window_label,window_group,account_capital,account_equity,nav,drawdown_pct,broker10_margin_to_equity_pct,net_pnl,trade_count,total_slippage,source_name,rebased_equity,rebased_nav,broker10_margin_to_rebased_equity_pct,profile,oi_mode,am_label,declared_am_size,requested_start_month,start_month,arm,experiment_arm
2018-01-16,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,148850.0,0.9923333333333332,-0.98450076498372,20.813906617400068,-1480.000000000034,4,360.0,stage772_am40_80_120_oi_monthly,148850.0,0.9923333333333332,20.813906617400068,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-17,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,148000.00000000003,0.9866666666666668,-1.5499235016297463,20.870270270270268,-849.9999999999659,0,0.0,stage772_am40_80_120_oi_monthly,148000.00000000003,0.9866666666666668,20.870270270270268,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-18,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,146450.0,0.9763333333333334,-2.580988491984315,20.974735404574943,-1550.0000000000114,0,0.0,stage772_am40_80_120_oi_monthly,146450.0,0.9763333333333334,20.974735404574943,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-19,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,-469.99999999998863,1,20.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-22,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-23,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-24,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-25,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-26,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-29,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-30,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-01-31,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-01,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-02,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-05,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145380.00000000003,0.9692000000000002,-3.29275593693873,23.07684688402806,-600.0,1,40.0,stage772_am40_80_120_oi_monthly,145380.00000000003,0.9692000000000002,23.07684688402806,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-06,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,146340.00000000003,0.9756000000000002,-2.654160846138498,22.838868388683885,960.0,0,0.0,stage772_am40_80_120_oi_monthly,146340.00000000003,0.9756000000000002,22.838868388683885,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-07,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,146340.00000000003,0.9756000000000002,-2.654160846138498,22.838868388683885,0.0,0,0.0,stage772_am40_80_120_oi_monthly,146340.00000000003,0.9756000000000002,22.838868388683885,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-08,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,146260.00000000003,0.9750666666666667,-2.7073771037051775,22.858580609872824,-80.0,0,0.0,stage772_am40_80_120_oi_monthly,146260.00000000003,0.9750666666666667,22.858580609872824,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-09,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147620.00000000003,0.9841333333333336,-1.8027007250715044,22.52637853949329,1360.0,0,0.0,stage772_am40_80_120_oi_monthly,147620.00000000003,0.9841333333333336,22.52637853949329,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-12,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147540.00000000003,0.9836,-1.855916982638195,22.54575030500203,-80.0,0,0.0,stage772_am40_80_120_oi_monthly,147540.00000000003,0.9836,22.54575030500203,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-13,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147620.00000000003,0.9841333333333336,-1.8027007250715044,22.52637853949329,80.0,0,0.0,stage772_am40_80_120_oi_monthly,147620.00000000003,0.9841333333333336,22.52637853949329,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-14,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,149940.00000000003,0.9996000000000002,-0.2594292556375999,21.973589435774308,2320.0,0,0.0,stage772_am40_80_120_oi_monthly,149940.00000000003,0.9996000000000002,21.973589435774308,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-22,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150020.00000000003,1.0001333333333335,-0.2062129980709093,21.954832688974797,80.0,0,0.0,stage772_am40_80_120_oi_monthly,150020.00000000003,1.0001333333333335,21.954832688974797,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-23,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145540.00000000003,0.9702666666666668,-3.1863234218053593,23.036965782602717,-4480.0,0,0.0,stage772_am40_80_120_oi_monthly,145540.00000000003,0.9702666666666668,23.036965782602717,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-26,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145580.00000000003,0.9705333333333336,-3.159715293022014,0.0,40.0,1,40.0,stage772_am40_80_120_oi_monthly,145580.00000000003,0.9705333333333336,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-27,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145580.00000000003,0.9705333333333336,-3.159715293022014,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145580.00000000003,0.9705333333333336,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-02-28,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145370.00000000003,0.9691333333333336,-3.2994079691345712,21.648139230927978,-210.0,1,70.0,stage772_am40_80_120_oi_monthly,145370.00000000003,0.9691333333333336,21.648139230927978,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-01,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,146280.00000000003,0.9752000000000002,-2.694073039313505,30.64629477713973,910.0,1,30.0,stage772_am40_80_120_oi_monthly,146280.00000000003,0.9752000000000002,30.64629477713973,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-02,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145979.99999999994,0.9731999999999996,-2.893634005188639,30.82833264830801,-300.0000000000682,4,80.0,stage772_am40_80_120_oi_monthly,145979.99999999994,0.9731999999999996,30.82833264830801,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-05,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138859.99999999994,0.925733333333333,-7.629880928623756,31.84502376494312,-7120.0,0,0.0,stage772_am40_80_120_oi_monthly,138859.99999999994,0.925733333333333,31.84502376494312,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-06,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,-440.0,2,100.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-07,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-08,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-09,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-12,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-13,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-14,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-15,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-16,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-19,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-20,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-21,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-22,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-23,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-26,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-27,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-28,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138419.99999999994,0.9227999999999996,-7.922570345240532,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,138419.99999999994,0.9227999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-29,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137114.99999999994,0.9140999999999996,-8.790660546797103,0.0,-1305.0,2,60.0,stage772_am40_80_120_oi_monthly,137114.99999999994,0.9140999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-03-30,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137114.99999999994,0.9140999999999996,-8.790660546797103,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137114.99999999994,0.9140999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-04-02,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137114.99999999994,0.9140999999999996,-8.790660546797103,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137114.99999999994,0.9140999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-04-03,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137114.99999999994,0.9140999999999996,-8.790660546797103,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137114.99999999994,0.9140999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-04-04,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137114.99999999994,0.9140999999999996,-8.790660546797103,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137114.99999999994,0.9140999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
2018-04-09,stage060_A_stage037_top8_plus_fu,A: Stage037 AI Top8+fu（9品种）,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137114.99999999994,0.9140999999999996,-8.790660546797103,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137114.99999999994,0.9140999999999996,0.0,stage060_A_stage037_top8_plus_fu,,,,2018-01,2018-01,stage060_A_stage037_top8_plus_fu,A
